Spill Number,Program Facility Name,Street 1,Street 2,Locality,County,Real Address,BBL,X coordinate,y coordinate
10574,GRAND CENTRAL STATION -NYCT,"#7 LINE, TRACK C2, COL 57",STEINWAY TUBE,MANHATTAN,New York,,,,
10574,GRAND CENTRAL STATION -NYCT,"#7 LINE, TRACK C2, COL 57",STEINWAY TUBE,MANHATTAN,New York,,,,
608602,MANHOLE 56738,1 AVENUE  &  EAST 42 STREET,,MANHATTAN,New York,,,,
109068,HOUSING - 1 BEACH 105TH ST,1 BEACH 105TH ST,,FAR ROCKAWAY,Queens,,,,
1309195,CHARLES H GAY SHELTER,1 KEENER BUILDING,1 SCHWARTZ BUILDING,WARDS ISLAND,New York,,,,
1108129,HOMELES SHELTER,1 SCHWARTZ BUILDING,1 KEENER BUILDING,WARDS ISLAND,New York,,,,
1301729,TTF AT TRANSIT HIGH SCHOOL,1 WELLS STREET,,BROOKLYN,Kings,,,,
612492,2 DIFFERENT GETTY STATIONS - MISC,10 MALCOM X BLVD, ,BROOKLYN,Kings,8 Malcom X Boulevard,K/1599/40,,
110770,WEST GRAMERCY ASSOCIATES,10 WEST 18TH ST,,MANHATTAN,New York,,,,
1802883,COMMERCIAL,10 WEST 9TH ST,,MANHATTAN,New York,,,,
1500740,COMM SITE,100 FERRIS ST,,BROOKLYN,Kings,,,,
1511702,COMMERCIAL,100 RIVER RD,,STATEN ISLAND,Richmond,,,,
1600759,CONSTRUCTION,100 RIVER ROAD,,STANTON ISLAND,Richmond,,,,
1511769,GROUND WATER,100 RIVER ROAD,,ST ISLAND,Richmond,,,,
1402546,1000 COMMERCE AVE.,1000 COMMERCE AVE.,,BRONX,Bronx,,,,
1409412,BP/GETTY GAS 225,100-17 BEACH CHANNEL DRIVE,,ROCKAWAY BEACH,Queens,,,,
1306440,BANK OF NY MELLON,101 BARCLAY ST,,MANHATTAN,New York,,,,
1509442,UNKNOWN BUSINESS - OER,101 LINCOLN AVE,,BRONX,Bronx,,,,
1114325,ST VINCENTS CATHOLIC MEDICAL CENTER,101 TOMPKINS AVE,,STATEN ISLAND,Richmond,,,,
9303328,1-11 HUDSON AVE,1011 HUDSON AVENUE,,BROOKLYN,Kings,,,,
9515050,WHITMAN HOUSING -NYCHA,102 CUMBERLAND WALK,287 MYRTLE AVENUE (MANGMT OFFICE),BROOKLYN,Kings,,,,
1802114,RYDER RENTAL PARKING LOT,10-20 44RD,,LONG ISLAND CITY,Queens,,,,
9712701,COMMER.PROPERTY - RYDER TRUCK,10-20 44TH RD,,LONG ISLAND CITY,Queens,,,,
9712701,COMMER.PROPERTY - RYDER TRUCK,10-20 44TH RD,,LONG ISLAND CITY,Queens,,,,
9712701,COMMER.PROPERTY - RYDER TRUCK,10-20 44TH RD,,LONG ISLAND CITY,Queens,,,,
1301574,UNDERGROUND TANK - TTF,102-32 65TH AVE, ,QUEENS,Queens,,,,
406005,SERVICE STATION,1029 WASHINGTON,1011 WASHINGTON/165TH STR,BRONX,Bronx,,,,
406005,SERVICE STATION,1029 WASHINGTON,1011 WASHINGTON/165TH STR,BRONX,Bronx,,,,
1801369,RESIDENTIAL,103 BAY TERRACE,,STATEN ISLAND,Richmond,,,,
1603667,NYC HOUSING AUTH - PHASE II,103-107 WEST 108TH ST,,NEW YORK,New York,,,,
809290,FORMER GULF STATION/ E - DESIGNATION,1039-1041 CONEY ISLAND AVENUE,,BROOKLYN,Kings,,,,
402829,RESIDENCE,104 LORIMER STREET,AKA: 85 UNION AVE,BROOKLYN,Kings,,,,
810036,STUYVESANT FUEL TERMINAL,1040 EAST 149TH ST,,BRONX,Bronx,,,,
1709045,RESIDENTIAL,104-04 ROCKAWAY BLVD,,OZONE PARK,Queens,,,,
308367,AGUANA SUBSTATION,104-27 STREET,,BROOKLYN,Kings,,,,
1607267,RESIDENCE,1048 85TH ST,,BROOKLYN,Kings,,,,
1800735,BASEMENT,1048 MANHATTAN AVE,,BROOKLYN,Kings,,,,
1610502,ONTO MONTEFIORE MED GROUP,105 FATHER ZEISER WAY,SPILLER - 2492 DEVOE TERRACE,BRONX,Bronx,,,,
1505367,CON EDISON EXCAVATION,105 NORTH 13TH STREET,,BROOKLYN,Kings,,,,
9513357,BROOKLYN EAST 17 DOS -DDC,105-02 AVENUE D,,BROOKLYN,Kings,,,,
1407055,SANITATION GARAGE,105-02 AVEUNE B,,BROOKLYN,Kings,,,,
9812663,QUEENS MIDTOWN TUNNEL,10-55 51ST AVENUE,,LONG ISLAND CITY,Queens,,,,
1511419,TTF - RESIDENCE,106-06 32 AVE,,EAST ELM HURST,Queens,,,,
1412077,RESIDENCE,1064 GRANT AVE,,BRONX,Bronx,,,,
9806152,1110 STADIUM AVE,1110 STADIUM AVE,,BRONX,Bronx,,,,
706113,MARKGRAFF RESIDENCE,1074 PIERCE AVE, ,BRONX,Bronx,,,,
9413245,GLENMORE PLAZA -NYCHA,108 CHRISTOPHER AVE,,BROOKLYN,Kings,,,,
1708205,TRANSFORMER-E29TH ST SUBSTAION,108 E 29TH ST,,MANHATTAN,New York,,,,
9601674,SOUTH JAMACIA HOUSES -NYCHA,108-09 159TH STREET,,QUEENS,Queens,,,,
310812,GETTY SERVICE STATION/HUNTS POINT ENTERPRISES,1081 LEGGETT AVENUE,,BRONX,Bronx,,,,
607041,GETTY,1081 LEGGETT AVENUE,,BRONX,Bronx,,,,
607041,GETTY,1081 LEGGETT AVENUE,,BRONX,Bronx,,,,
1409716,HOME,108-20 48TH AVENUE,,CORONA,Queens,,,,
1710648,CONSTRUCTION SITE - OER,10820 ROCKAWAY BEACH BLVD,,ROCKAWAY PARK,Queens,,,,
1801903,EXCAVATION SITE,109 MONTGOMERY ST,,BROOKLYN,Kings,,,,
1204137,MAGIC TOUCH CARWASH,1092 ROGERS AVE,test,BROOKLYN,Kings,,,,
1802944,SOIL,109-29 192 ST,,QUEENS,Queens,,,,
550472,FRONT STREET GARAGE DCAS -DDC,11 FRONT STREET,,BROOKLYN,Kings,,,,
9510807,RED HOOK WEST NYCHA -NYCHA,11 LORRAINE STREET,,BROOKLYN,Kings,,,,
1803013,SL GREEN BUILDING,11 MADISON AVE,,MANHATTAN,New York,,,,
1406369,VACANT FACTORY,11 SPENCER ST,,BROOKLYN,Kings,,,,
1406369,VACANT FACTORY,11 SPENCER ST,,BROOKLYN,Kings,,,,
1311927,LAB RESULTS,11 WEST ST,,BROOKLYN,Kings,,,,
1301805,APT BUILDING TTF,110 BENNETT AVE,,MANHATTAN,New York,,,,
1407530,PHASE 2,110 EAST 149TH STREET,,BRONX,Bronx,,,,
1408555,SOIL CONTAMINATION,110 JAMAICA AVENUE,,BROOKLYN,Kings,,,,
1405821,NYCEDC LOT/FUTURE PARATRANSIT FACILITY,1100 COMMERCE AVENUE,,BRONX,Bronx,,,,
709289,COMMERCIAL/ APT BUILDING,11-05 154TH ST,,QUEENS,Queens,,,,
9708949,HIGHBRIDGE HOUSES -NYCHA,1105 UNIVERSITY AVE,,BRONX,Bronx,,,,
1213423,JEWISH MUSEUM,1109 5th ave,,new york,New York,,,,
1801045,CON ED,1-11 HUDSON AVE,,BROOKLYN,Kings,29 Hudson Avenue,K/6/1,,
913352,HUDSON AVE GENERATING STATION - PUMP HOUSE 6,1-11 HUDSON AVE,,BROOKLYN,Kings,,,,
110167,HUDSON AVE STATION,1-11 HUDSON AVENUE, ,BROOKLYN,Kings,,,,
1507406,OER SITE- 16CVCP027M,111 LEROY STREET,80 MORTAN STREET,MANHATTAN,New York,,,,
1510354,CONSTRUCTION SITE,111 VARICK STREET,,NEW YORK,New York,,,,
801917,1171 ZEREGA AVENUE REALTY CORP.,1171 ZEREGA AVE,,BRONX,Bronx,,,,
1801917,SOIL,111-27 135TH ST,,QUEENS,Queens,,,,
1103568,COMMERICAL PROPERTY,11-15 Leonard St,,Manhattan,New York,,,,
805267,VACANT LOT/FUTURE HOTEL,11-15 SEABRING STREET, ,BROOKLYN,Kings,,,,
1010617,UNKNOWN GAS STATION,112 -44 ROOSEVELT AVE,,QUEENS,Queens,,,,
1501663,COMMERCIAL LOT - OER 16CVCP019M,112 WEST 25TH STREET,,NY,New York,,,,
806500,112-12 ASTORIA BLVD,112-12 ASTORIA BOULEVARD,,EAST ELMHURST,Queens,112-16 ASTORIA BOULEVARD,Q/1706/11,,
802550,OLD GAS STATION,1124 EAST NEW YORK AVE, ,BROOKLYN,Kings,,,,
9913965,BP AMOCO STATION #60285,1128 EAST GUN HILL ROAD,,BRONX,Bronx,,,,
9913965,BP AMOCO STATION #60285,1128 EAST GUN HILL ROAD,,BRONX,Bronx,,,,
908796,MOBIL # 10227,113-21 ROCKAWAY BLVD,,SOUTH OZONE PARK,Queens,,,,
710915,APART,1133 OGDEN AVE,,BRONX,Bronx,,,,
1401361,SOIL,1134 WEST FARMS RD,,BRONX,Kings,,,,
1507467,BP GAS STATION,114-02 VAN WYCK EXPRESSWAY,,QUEENS,Queens,,,,
1702247,COMMERCIAL,115 CHRYSTIE STREET,,MANHATTAN,New York,,,,
1501255,IN FRONT OF,115 WEST 106TH ST,,MANHATTAN,New York,,,,
1609627,MANHATTAN POLYBAG,1150 METROPOLITAN AVE,,,Kings,,,,
905690,VACANT LOT,1151 LORING AVE,,BROOKLYN,Kings,,,,
905690,VACANT LOT,1151 LORING AVE,,BROOKLYN,Kings,,,,
905690,VACANT LOT,1151 LORING AVE,,BROOKLYN,Kings,,,,
1109765,BASEMENT,115-20 158TH ST,,JAMACA,Queens,,,,
5076,115 ST/116 ON BROADWAY,115TH /116TH ST  BROADWAY,,MANHATTAN,New York,,,,
1501579,APARTMENT BLDG,116 AVE C,,MANHATTAN,New York,,,,
411090,PRIVATE HOUSE,116-30 200TH ST,,QUEENS,Queens,,,,
1706784,DAVID J. O'CONNELL SQUARE,117-04 ROCKAWAY BOULEVARD,,SOUTH OZONE PARK,Queens,,,,
507363,OLD GAS STATION - MISC -MTBE,117-07 GUY BREWER BLVD,,JAMAICA,Queens,,,,
507363,OLD GAS STATION - MISC -MTBE,117-07 GUY BREWER BLVD,,JAMAICA,Queens,,,,
507363,OLD GAS STATION - MISC -MTBE,117-07 GUY BREWER BLVD,,JAMAICA,Queens,,,,
1606467,RESIDENCE,1171 86TH ST,,BROOKLYN,Kings,,,,
9708846,1255 EAST GUNHILL ROAD,1255 EAST GUNHILL ROAD,,BRONX,Bronx,,,,
510000,OLD GAS STATION -MTBE,1175 FLUSHING AVE, ,BROOKLYN,Kings,,,,
510000,OLD GAS STATION -MTBE,1175 FLUSHING AVE, ,BROOKLYN,Kings,,,,
510000,OLD GAS STATION -MTBE,1175 FLUSHING AVE, ,BROOKLYN,Kings,,,,
1610726,US ARMY RESERVE,118 DWAYNE RD,,BAYSIDE,Queens,,,,
1509445,NEW BUILDING CONSTRUCTION,118 E 59TH ST,,MANHATTAN,New York,,,,
1308855,TTF AT CONVENT,1180 EAST 214TH  STREET,,BRONX,Bronx,,,,
9808725,GETTY S/S #58526 - GETTY PROPERTIES,118-01 ROCKAWAY BLVD,,OZONE PARK,Queens,,,,
1502910,JB HOLDING CORP,118-09 83RD AVE,,KEW GARDENS,Queens,,,,
1410058,COMMERCIAL PROPERTY,1181 FLUSHING AVE,,BROOKLYN,Kings,,,,
1608346,RP 1185 LLC - PHASE II,1185 BROADWAY,,NEW YORK,New York,,,,
612827,JOHNSON RESIDENT,119-40  227TH STREET,,JAMAICA,Queens,,,,
9113336,11TH AVE & W 29TH ST,11TH AVE & W 29TH ST,,MANHATTAN,New York,,,,
9113335,11TH AVE & W 49TH ST,11TH AVE & W 49TH ST,,MANHATTAN,New York,,,,
8810179,11TH AVE & W 49TH ST,11TH AVE & W 49TH ST,,MANHATTAN,New York,,,,
1802658,CON EDISON,11TH AVE AND WEST 24TH ST,,MANHATTAN,New York,,,,
1410164,WEST SIDE RAIL STORAGE YARD,11TH AVE BTWN 30/31 STREETS,,MANHATTAN,New York,,,,
9315228,FEEDER #61,11TH ST & 38TH AVE,,QUEENS,Queens,,,,
8102000,11TH ST/41ST RD,11TH ST & 41ST RD,,QUEENS,Queens,,,,
8608085,11TH ST & 43RD RD,11TH ST & 43RD RD,,QUEENS,Queens,,,,
8710976,11TH ST & 46TH AVE,11TH ST & 46TH AVE,,QUEENS,Queens,,,,
406946,FEEDER 63,11TH ST / 38TH AVE,,QUEENS,Queens,,,,
406946,FEEDER 63,11TH ST / 38TH AVE,,QUEENS,Queens,,,,
9200870,FEEDER 63,11TH ST BTWN 37TH & 38TH AVES.,,QUEENS,Queens,,,,
9403244,FEEDER 61,11TH ST/38TH AVE,,LONG ISLAND CITY,Queens,,,,
106485,FEEDER 61,11TH ST/QUEENS PLAZA S,,QUEENS,Queens,,,,
9515731,25 PRECINCT NYPD -DDC,120 EAST 119TH STREET,,HARLEM,New York,112 East 119 Street ,M/1767/62,,
9515731,25 PRECINCT NYPD -DDC,120 EAST 119TH STREET,,HARLEM,New York,112 East 119 Street ,M/1767/62,,
1410116,FORMER GAS STATION,120 UNION AVE,,BROOKLYN,Kings,,,,
1607717,CON EDISON ELECTRICAL VAULT,120 WALL ST,,MANHATTAN,New York,,,,
1711766,APARTMENT BUILDING,1201 SHAKESPEAR AVE,,BRONX,Bronx,,,,
1506713,NYC SANITATION Q7,120-15 31ST AVE,,QUEENS,Queens,,,,
9508111,QUEENS NORTH 07 DOS -DDC,120-15 31ST AVENUE,,QUEENS,Queens,,,,
9508111,QUEENS NORTH 07 DOS -DDC,120-15 31ST AVENUE,,QUEENS,Queens,,,,
1702829,CONTAMINATED SOIL AT INDUSTRIAL PROPERTY,12-02 38TH AVENUE,,LONG ISLAND CITY,Queens,,,,
1409800,AIR,1202 MCDONALD AVE,,BROOKLYN,Kings,,,,
1104109,COMMERCIAL COOP BUILDING,121 VARICK STREET,,MANHATTAN,New York,,,,
9503220,EASTCHESTER GARDENS -NYCHA,1210 BURKE AVENUE,,BRONX,Bronx,,,,
1310750,FILL LINE LEAK AND SOIL CONTAMINATION,121-131 BENNETT AVENUE,,MANHATTAN,New York,,,,
1507531,TTF,1212 GRAND CONCOURSE,,BRONX,Bronx,,,,
710116,COMMERCIAL,12-18 WALWORTH ST,,BROOKLYN,Kings,,,,
1610302,FORMER GAS STATION/FUTURE RETAIL,122-04 TO 122-06 MERRICK BLVD,,JAMAICA,Queens,,,,
812579,BRIDGES JUVENILE CENTER,1221 SPOFFORD AVE,,BRONX,Bronx,,,,
610659,FUEL OIL SEEPAGE INTO NYCT STAIRWELL,12-23 JACKSON AVENUE,,QUEENS,Queens,,,,
1401272,EXCAVATION,1228 GRAND CONCOURSE,,BRONX,Bronx,,,,
1604391,SOIL,123 DUANE RD,,FORT TOTTEN,Queens,,,,
1500614,WAREHOUSE,123 HOPE ST,,BROOKLYN,Kings,,,,
1700918,WELL # MW6B  (55 GAS STATION),1234 FOREST AVE, ,STATEN ISLAND,Richmond,,,,
9713784,EXXONMOBIL #17-HVY,1234 FOREST AVENUE,,STATEN ISLAND,Richmond,,,,
1704772,CON ED PROPERTY,1235 MACDONALD AVE,,BROOKLYN,Kings,,,,
9804107,RAPID TIRE COMPANY,1236 JEROME AVENUE,,BRONX,Bronx,,,,
1609680,BELOW GROUND PIPING,1237 JEROME AVE,,BRONX,Bronx,,,,
9811886,FORMER SERVICE STATION,1238-1254  EAST 14TH STREET,,BROOKLYN,Kings,,,,
1711107,ST FIDELIS SCHOOL,124 -06 14TH AVE,,COLLEGE POINT,Queens,,,,
1709202,BASEMENT,124 EAST 125TH ST,,MANHATTAN,New York,,,,
507509,VAULT #3148,124 WEST 39 STREET,,MANHATTAN,New York,,,,
9805557,COLLEGE POINT BUS FACILITY - MTA BUS,124-15 28TH AVE,,FLUSHING,Queens,,,,
1702039,COLLAGE POINT YARD,124-15 31ST AVE,,FLISHING,Queens,,,,
1801236,ON SITE,124-15 31ST AVE, ,QUEENS,Queens,,,,
1300894,1226 E GUNHILL LLC,1244 EAST GUNHILL RD,,BRONX,Bronx,1226 EAST GUN HILL ROAD,X/4618/25,,
1506075,MT SINAI MED CTR,1249 PARK AVE,,NEW YORK,New York,,,,
1306324,POTENTIAL JEWISH HOME LIFECARE BUILDING,125 WEST 97TH STREET,,NEW YORK,New York,,,,
9806209,QUAKER STATE AUTO CENTER,1252 FOREST AVENUE,,STATEN ISLAND,Richmond,,,,
9602821,2928 HONE AVE,2928 HONE AVE,,BRONX,Bronx,,,,
1802958,BELL RESIDENCE,1258 FINDLAY AVE,,BRONX,Bronx,,,,
1113538,STRUCTURE IN FRONT OF,126 - 82 WILLETS POINT BLVD,,QUEENS,Queens,,,,
9606036,ENGINE CO. 250 FDNY -DDC,126 FOSTER AVENUE,,BROOKLYN,Kings,,,,
9011212,EXXONMOBIL S/S,1262 CLOVE ROAD,,STATEN ISLAND,Richmond,,,,
1202601,SOIL,127 2ND AVE,,BROOKLYN,Kings,,,,
9310764,BROOKLYN WEST 06 DOS -DDC,127 2ND AVENUE,,BROOKLYN,Kings,,,,
1600427,COMMERCIAL,127 HARLEM RIVER DR,,MANHATTAN,New York,,,,
1708955,HAHN AUTO PARTS,127-12 ATLANTIC AVE,,QUEENS,Queens,,,,
1704771,COMMERCIAL,1274 MCDONALD AVE,,BROOKLYN,Kings,,,,
1603999,COMMERCIAL,1274 MCDONALD AVE,,BROOKLYN,Kings,,,,
1603633,CON ED SUB STATION,1274 MCDONALD AVE,,BROOKLYN,Kings,,,,
3488,BENSONHURST SUB STATION TR # 9,1274 MCDONALD AVENUE,,BROOKLYN,Kings,,,,
1609938,CON ED BEHSONHURST SUBSTATION,1274 MCDONALDS AVE,,BROOKLYN,Kings,,,,
1708753,BENSONHURST SUB STATION,1274 MCDONOLD AVE,,BROOKLYN,Kings,,,,
910947,PRIVATE RESIDENCE,1277 BRONX RIVER AVE,,BRONX,Bronx,,,,
9305275,WILLIAMSBURG HOUSES -NYCHA,128 MAUJER STREET,,BROOKLYN,Kings,,,,
1608082,BLUE STONE,128 WEST END AVE,,MANHATTAN,New York,,,,
1706109,MANHOLE 4,128 WEST END AVE,,MANHATTAN,New York,,,,
1705647,SUBSTATION,128 WEST END AVE,,MANHATTAN,New York,,,,
1706080,COMMERCIAL,128 WESTEND AVE,,MANHATTAN,New York,,,,
1205413,SUNOCO SERVICE STATION,1280 ALERTON AVE,,BRONX,Bronx,,,,
8910999,FORMER GETTY #58536,128-36 ROCKAWAY BLVD,,NEW YORK CITY,Queens,,,,
1710351,CON ED VAULT,129 - 20 18TH AVE,,QUEENS,Queens,,,,
1215418,OIL SPILL TO BASEMENT,129 WADSWORTH AVE,,NEW YORK,New York,,,,
1512194,COMMERCIAL,129-11 18TH AVE,,COLLEGE POINT,Queens,,,,
102489,HUDSON RIVER PARK,12TH AVE & 57TH ST,,MANHATTAN,New York,,,,
9113332,12TH AVE BET 40TH-42ND ST,12TH AVE BET 40TH-42ND ST,,MANHATTAN,New York,,,,
8912495,12TH ST & 40TH AVE,12TH ST & 40TH AVE,,QUEENS,Queens,,,,
8710979,12TH ST & 40TH AVE,12TH ST & 40TH AVE,,QUEENS,Queens,,,,
8707045,CON ED FDR - QUEENSBRIDGE HSES,12TH ST / 41ST AVE,,LONG ISLAND CITY,Queens,,,,
8403999,12TH ST/47TH AVE,12TH ST/47TH AVE,,QUEENS,Queens,,,,
9702943,GETTY S/S #200 - GETTY PROPERTIES,13 CLARKE AVENUE,,STATEN ISLAND,Richmond,,,,
1800600,K335  (PUBLIC SCHOOL),130 ROCHESTER AVE,,BROOKLYN,Kings,,,,
1803047,BUSINESS,1300 209TH ST,,BAYSIDE,Queens,,,,
9913853,QUEENS EAST 10 DOS -DDC,130-23 150TH AVENUE,,SOUTH OZONE PARK,Queens,,,,
9909675,QUEENS EAST 12 DOS -DDC,130-23 150TH AVENUE,,SOUTH OZONE PARK,Queens,,,,
1407617,DEP SITE,130TH ST AND 90TH AVE,,QUEENS,Queens,,,,
9512911,CITGO SERVICE STATION,131-07 MERRICK BLVD,,ROCHDALE VILLAGE,Queens,,,,
9512911,CITGO SERVICE STATION,131-07 MERRICK BLVD,,ROCHDALE VILLAGE,Queens,,,,
1112255,PRIVATE RESIDENCE,132 CLEVELAND STREET,,BROOKLYN,Kings,,,,
1311576,EXCAVATION,132 ST AND LOCUST AVE,,BRONX,Bronx,,,,
9510842,HUTCHINSON RIVER PARKWAY NORTHBOUND DPR,1320 HUTCHINSON RIVER PKWY NORTHBOUND,,BRONX,Bronx,,,,
102571,RICHMOND PETROLEUM GULF STATION,1320 RICHMOND TERRACE,,STATEN ISLAND,Richmond,,,,
1602649,CONCRETE,1322 CROES AVE,,BRONX,Bronx,,,,
1611059,COMMERCIAL BUILDING - PHASE II,1325 SOUTHERN BLVD,,BRONX,Bronx,,,,
1802957,"PADMOUNT 10790,10791, SERVICE BOX 8351,8353",133 ERIKA LOOP,,STATEN ISLAND,Richmond,,,,
1411497,SOIL,133-135 BAYARD ST,,BROOKLYN,Kings,,,,
9611359,M-1 YARD  DEP -DDC,134 MADISON STREET,,MANHATTAN,New York,,,,
9800633,FORMER HESS STATION,134-15 CROSS BAY BLVD,AKA SPEEDWAY #7815,SOUTH OZONE PARK,Queens,,,,
9416190,QUEENS EAST 11A DOS -DDC,134-25 35TH AVENUE,,QUEENS,Queens,,,,
1411737,GROUND,13-46 BEACH CHANNEL DRIVE,,FAR ROCK AWAY,Queens,,,,
900288,LEIDA & NELOY INC BAR AND REST.,1347 CROMWELL AVE,,BRONX,Bronx,,,,
1103065,CITY COLLEGE OF NEW YORK - TTF,135 AMSTERDAM AVE,,NEW YORK,New York,,,,
1103065,CITY COLLEGE OF NEW YORK - TTF,135 AMSTERDAM AVE,,NEW YORK,New York,,,,
1407415,EMPTY LOT,135 DELANCEY ST,,NEW YORK,New York,,,,
1703585,APT BUILDING,1350 EAST 5 ST,,BROOKLYN,Kings,,,,
8808987,SUNOCO SERVICE STATION,135-45 CROSS BAY BLVD,,OZONE PARK,Queens,,,,
9104410,135TH ST/P S 116,135TH ST/P S 116,,QUEENS,Queens,,,,
1310703,APT COMPLEX,136 EAST 36TH ST,,MANHATTAN,New York,,,,
9702345,ENGINE CO. 058/LADD. CO. 26 FDNY -DDC,1367 5TH AVENUE,,MANHATTAN,New York,,,,
1010078,WASHINGTON TEMPLE CHURCH,1372 BEDFORD AVE,,BROOKLYN,Kings,,,,
9602411,CFI STATION - EXXONMOBIL,137-21 LIBERTY AV,,QUEENS,Queens,,,,
1111050,PRIVATE RESIDENCE,137-23 230 ST,,QUEENS,Queens,,,,
1803296,CON ED SUBSTATION,137-30 91ST AVE,,NEW YORK,New York,,,,
1802062,EXCAVATION SITE JAMACA,137-30 91ST AVE,,JAMACA,Queens,,,,
1311527,JAMAICA SUBSTATION,137-30 91ST AVE,,JAMAICA,Queens,,,,
9415894,JAMAICA SUB STA.,137-31 91ST AVENUE,,JAMAICA,Queens,,,,
9415894,JAMAICA SUB STA.,137-31 91ST AVENUE,,JAMAICA,Queens,,,,
1802904,PSEG LI,1378 EGGERT PLACE,,QUEENS,Queens,,,,
1703643,RESIDENTIAL,138 WEST 127 TH ST,,MANHATTAN,New York,,,,
101410,MOBIL GAS STATION,138-50 HILLSIDE AVENUE,,JAMAICA,Queens,,,,
1110516,PRIVATE RESIDENCE,139-16 GLASSBORO AVE,,QUEENS,Queens,,,,
9110756,UNITED PARCELS SERVICE,1397 RALPH AVENUE,,BROOKLYN,Kings,,,,
9606636,13TH ST & AVENUE D,13TH ST & AVENUE D,,MANHATTAN,New York,,,,
1709583,COMMERCIAL,13TH ST AND AVE C,,NEW YORK CITY,New York,,,,
1706943,"VACANT LOT, UNDER RE DEVELOPMENT",140 STEWART AVE,,BROOKLYN,Kings,,,,
9712610,EXXON STATION - CUMBERLAND FARMS,140 VANDERBILT AVENUE,,BROOKLYN,Kings,,,,
751088,FRED M. SCHILDWACHTER,1400 FERRIS PLACE,,,Bronx,,,,
505710,FORMER GAS STATION,140-06 FARMERS BLVD, ,SPRINGFIELD GARDENS,Queens,,,,
1406927,JUNIOR HIGH # 243 - TTF,1401 EMMON AVE,,BROOKLYN,Kings,,,,
1406927,JUNIOR HIGH # 243 - TTF,1401 EMMON AVE,,BROOKLYN,Kings,,,,
9608479,CLINTON HOUSES -NYCHA,1405 PARK AVE,,NY,New York,,,,
9207631,MOBIL S/S#17-AML,140-52 6TH AVE,,NEW YORK,New York,,,,
9207631,MOBIL S/S#17-AML,140-52 6TH AVE,,NEW YORK,New York,,,,
1708799,MANHOLE 26371,140TH ST/WALNUT AVE,,BRONX,Bronx,,,,
1708799,MANHOLE 26371,140TH ST/WALNUT AVE,,BRONX,Bronx,,,,
1010403,BASEMENT - TTF,141 2ND AVE,,NEW YORK CITY,New York,,,,
909537,STEVENSON RESIDENCE,141 WEST 119TH ST,,MANHATTAN,New York,,,,
9702798,SHELL,141-54 NORTHERN BLVD,,FLUSHING,Queens,,,,
9702798,SHELL,141-54 NORTHERN BLVD,,FLUSHING,Queens,,,,
9702798,SHELL,141-54 NORTHERN BLVD,,FLUSHING,Queens,,,,
203973,BP AMOCO STATION #60625,1416 HYLAN BLVD,,STATEN ISLAND,Richmond,,,,
203973,BP AMOCO STATION #60625,1416 HYLAN BLVD,,STATEN ISLAND,Richmond,,,,
300962,US POST OFFICE QUEENS GMF,142-02 20TH AVE,,FLUSHING,Queens,,,,
1103590,TRINE ROLL MOULDING CORP - TTF,1421 FERRIS PLACE,,BRONX,Bronx,,,,
1411595,WALTER BLACK,142-25 PERSHING CRESCENT, ,QUEENS,Queens,,,,
9914112,1427 CANANDAIGUA ROAD,1427 CANANDAIGUA ROAD,,MACEDON,Wayne,,,,
1611449,BUCKINGHAM APARTMENTS,144 - 67 41ST AVE,,QUEENS,Queens,,,,
1501820,UNKNOWN,144 -07 SANFORD AVE,,QUEENS,Queens,,,,
1216693,DANNY ENGLANDER,144 -31 91ST AVE,,JAMAICA,Queens,,,,
9801670,3012 YOUNG AVE,3012 YOUNG AVE,,BRONX,Bronx,,,,
1611165,COMMERCIAL PROPERTY,1441 BROADWAY,,NEW YORK,New York,,,,
1104731,OCCUPIED FORECLOSED BUILDING,144-27 105 AVE,,JAMAICA,Queens,,,,
1510683,THROGGS NECK,1444 SHORE DRIVE,,,Bronx,,,,
1509154,HOLY TRINITY CATHOLIC SCHOOL,14-45 143RD ST,,WHITESTONE,Queens,,,,
1311891,APT BUILDING,1447 MACOMBS RD, ,BRONX,Bronx,,,,
1401100,GROUND LEVEL TANK,1447 MACOMBS ROAD,,BRONX,Bronx,,,,
1010404,BASEMENT - TTF,145 2ND AVE,,NEW YORK CITY,New York,,,,
1705475,SOIL,145 BOYD STREET,,STATEN ISLAND,Richmond,,,,
1600890,SOIL,145 WEST 67TH STREET,,NEW YORK CITY,New York,,,,
1201519,1450 ATLANTIC AVE INC,1450 atlantic ave,,brooklyn,Kings,1444 Atlantic Avenue,K/1203/3,,
1102207,COMMERCIAL PROPERTY,145-01 101ST AVE,,QUEENS,Queens,,,,
1801241,POLE# 35013,1453 FOREST AVE,,STATEN ISLAND,Richmond,,,,
1110757,PRIVATE RESIDENCE,1455 burke ave,,bronx,Bronx,,,,
9303240,BP AMOCO STATION,145-55 GUY BREWER BLVD,,SPRINGFIELD GARDENS,Queens,,,,
9303240,BP AMOCO STATION,145-55 GUY BREWER BLVD,,SPRINGFIELD GARDENS,Queens,,,,
1309583,SUBWAY #1 LINE,145TH STREET,,NEW YORK,New York,,,,
1110393,SOIL CONTAMINATION AT DEVELOPMENT SITE,146-150 WOOSTER STREET,,MANHATTAN,New York,,,,
1308671,WEST 19 STATION,147 7 AVE,,NEW YORK,New York,,,,
1308670,WEST I9 ST STATION,147 7 AVE,,NEW YORK,New York,,,,
